pair_id,ext_id,name,persona,collected_at,source,label,family,obfuscated,rule_score,net_requests,net_hosts,net_third_party_hosts,net_ext_initiated,net_posts,net_upload_bytes,net_max_upload_bytes,net_encoded_params,net_worker_initiated,dom_reads,dom_sensitive_reads,dom_identity_reads,dom_injections,storage_calls,cookie_reads,cookie_bulk_reads,api_calls,api_distinct,api_high_risk,perm_count,perm_high_risk,host_perm_breadth,exfil_flows,exfil_flows_third_party,msg_passing,net_lowrep_hosts,stat_added_highrisk_perms,stat_escalated_broad_host,stat_added_hosts
synthext0059aaaaaaaaaaaaaaaaaaaaaa:1.0.0->1.0.1,synthext0059aaaaaaaaaaaaaaaaaaaaaa,Videohelper Tool 059,videohelper,2026-06-11,synthetic,benign,,False,0.76,1.0,1.0,1.0,1.0,1.0,93.0,93.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
synthext0059aaaaaaaaaaaaaaaaaaaaaa:1.0.1->1.0.2,synthext0059aaaaaaaaaaaaaaaaaaaaaa,Videohelper Tool 059,videohelper,2026-07-19,synthetic,benign,,False,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
synthext0059aaaaaaaaaaaaaaaaaaaaaa:1.0.2->1.0.3,synthext0059aaaaaaaaaaaaaaaaaaaaaa,Videohelper Tool 059,videohelper,2026-10-10,synthetic,benign,,False,0.25,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0059aaaaaaaaaaaaaaaaaaaaaa:1.0.3->1.0.4,synthext0059aaaaaaaaaaaaaaaaaaaaaa,Videohelper Tool 059,videohelper,2026-04-13,synthetic,benign,,False,0.6,0.0,1.0,1.0,0.0,1.0,89.0,89.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthext0060aaaaaaaaaaaaaaaaaaaaaa:1.0.0->1.0.1,synthext0060aaaaaaaaaaaaaaaaaaaaaa,Reader Tool 060,reader,2026-01-21,synthetic,benign,,False,0.76,1.0,1.0,1.0,1.0,1.0,93.0,93.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.0,0.0,0.0
synthext0060aaaaaaaaaaaaaaaaaaaaaa:1.0.1->1.0.2,synthext0060aaaaaaaaaaaaaaaaaaaaaa,Reader Tool 060,reader,2026-06-24,synthetic,benign,,False,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
synthext0060aaaaaaaaaaaaaaaaaaaaaa:1.0.2->1.0.3,synthext0060aaaaaaaaaaaaaaaaaaaaaa,Reader Tool 060,reader,2026-09-06,synthetic,malicious,ad_affiliate,False,0.4,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
synthext0060aaaaaaaaaaaaaaaaaaaaaa:1.0.3->1.0.4,synthext0060aaaaaaaaaaaaaaaaaaaaaa,Reader Tool 060,reader,2026-02-13,synthetic,malicious,sw_beacon,True,0.9064,2.0,2.0,2.0,2.0,2.0,506.0,431.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0
synthext0061aaaaaaaaaaaaaaaaaaaaaa:1.2.0->1.2.1,synthext0061aaaaaaaaaaaaaaaaaaaaaa,Shopper Tool 061,shopper,2026-05-26,synthetic,benign,,False,0.6,2.0,1.0,1.0,2.0,1.0,51.0,51.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthext0061aaaaaaaaaaaaaaaaaaaaaa:1.2.1->1.2.2,synthext0061aaaaaaaaaaaaaaaaaaaaaa,Shopper Tool 061,shopper,2026-01-11,synthetic,malicious,clipboard_steal,True,0.68,4.0,3.0,3.0,4.0,2.0,287.0,227.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
synthext0061aaaaaaaaaaaaaaaaaaaaaa:1.2.2->1.2.3,synthext0061aaaaaaaaaaaaaaaaaaaaaa,Shopper Tool 061,shopper,2026-06-23,synthetic,malicious,keylogger,True,0.7,3.0,1.0,1.0,3.0,1.0,61.0,61.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
synthext0061aaaaaaaaaaaaaaaaaaaaaa:1.2.3->1.2.4,synthext0061aaaaaaaaaaaaaaaaaaaaaa,Shopper Tool 061,shopper,2026-09-07,synthetic,benign,,False,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
synthext0062aaaaaaaaaaaaaaaaaaaaaa:1.2.0->1.2.1,synthext0062aaaaaaaaaaaaaaaaaaaaaa,Contacts Tool 062,contacts,2026-01-23,synthetic,benign,,False,0.25,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
synthext0062aaaaaaaaaaaaaaaaaaaaaa:1.2.1->1.2.2,synthext0062aaaaaaaaaaaaaaaaaaaaaa,Contacts Tool 062,contacts,2026-04-17,synthetic,benign,,False,0.4,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
synthext0062aaaaaaaaaaaaaaaaaaaaaa:1.2.2->1.2.3,synthext0062aaaaaaaaaaaaaaaaaaaaaa,Contacts Tool 062,contacts,2026-11-14,synthetic,benign,,False,0.7,1.0,1.0,1.0,1.0,1.0,85.0,85.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0
synthext0062aaaaaaaaaaaaaaaaaaaaaa:1.2.3->1.2.4,synthext0062aaaaaaaaaaaaaaaaaaaaaa,Contacts Tool 062,contacts,2026-03-02,synthetic,benign,,False,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
synthext0063aaaaaaaaaaaaaaaaaaaaaa:1.3.0->1.3.1,synthext0063aaaaaaaaaaaaaaaaaaaaaa,Passmgr Tool 063,passmgr,2026-06-02,synthetic,malicious,credential_theft,True,0.9625,1.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0
synthext0063aaaaaaaaaaaaaaaaaaaaaa:1.3.1->1.3.2,synthext0063aaaaaaaaaaaaaaaaaaaaaa,Passmgr Tool 063,passmgr,2026-07-26,synthetic,benign,,False,0.925,2.0,1.0,1.0,2.0,1.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
synthext0063aaaaaaaaaaaaaaaaaaaaaa:1.3.2->1.3.3,synthext0063aaaaaaaaaaaaaaaaaaaaaa,Passmgr Tool 063,passmgr,2026-10-22,synthetic,malicious,credential_theft,True,0.97,3.0,2.0,2.0,3.0,1.0,248.0,248.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,1.0,0.0,0.0,0.0
synthext0063aaaaaaaaaaaaaaaaaaaaaa:1.3.3->1.3.4,synthext0063aaaaaaaaaaaaaaaaaaaaaa,Passmgr Tool 063,passmgr,2026-10-22,synthetic,benign,,False,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
synthext0064aaaaaaaaaaaaaaaaaaaaaa:1.2.0->1.2.1,synthext0064aaaaaaaaaaaaaaaaaaaaaa,Weather Tool 064,weather,2026-02-09,synthetic,benign,,False,0.76,2.0,2.0,2.0,2.0,2.0,235.0,177.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthext0064aaaaaaaaaaaaaaaaaaaaaa:1.2.1->1.2.2,synthext0064aaaaaaaaaaaaaaaaaaaaaa,Weather Tool 064,weather,2026-04-25,synthetic,benign,,False,0.6,3.0,1.0,1.0,3.0,1.0,104.0,104.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthext0064aaaaaaaaaaaaaaaaaaaaaa:1.2.2->1.2.3,synthext0064aaaaaaaaaaaaaaaaaaaaaa,Weather Tool 064,weather,2026-06-22,synthetic,benign,,False,0.25,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0064aaaaaaaaaaaaaaaaaaaaaa:1.2.3->1.2.4,synthext0064aaaaaaaaaaaaaaaaaaaaaa,Weather Tool 064,weather,2026-11-11,synthetic,malicious,redirect_hijack,False,0.9064,1.0,2.0,2.0,1.0,1.0,241.0,241.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
synthext0065aaaaaaaaaaaaaaaaaaaaaa:1.4.0->1.4.1,synthext0065aaaaaaaaaaaaaaaaaaaaaa,Translate Tool 065,translate,2026-11-26,synthetic,benign,,False,0.7,2.0,1.0,1.0,2.0,1.0,91.0,91.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
synthext0065aaaaaaaaaaaaaaaaaaaaaa:1.4.1->1.4.2,synthext0065aaaaaaaaaaaaaaaaaaaaaa,Translate Tool 065,translate,2026-07-10,synthetic,malicious,keylogger,False,0.7,1.0,1.0,1.0,1.0,1.0,80.0,80.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
synthext0065aaaaaaaaaaaaaaaaaaaaaa:1.4.2->1.4.3,synthext0065aaaaaaaaaaaaaaaaaaaaaa,Translate Tool 065,translate,2026-09-18,synthetic,malicious,sw_beacon,True,0.8752,2.0,3.0,3.0,2.0,3.0,539.0,239.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0
synthext0065aaaaaaaaaaaaaaaaaaaaaa:1.4.3->1.4.4,synthext0065aaaaaaaaaaaaaaaaaaaaaa,Translate Tool 065,translate,2026-01-19,synthetic,benign,,False,0.6,3.0,1.0,1.0,3.0,1.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthext0066aaaaaaaaaaaaaaaaaaaaaa:1.6.0->1.6.1,synthext0066aaaaaaaaaaaaaaaaaaaaaa,Adblocker Tool 066,adblocker,2026-07-24,synthetic,malicious,keylogger,False,0.76,2.0,2.0,2.0,2.0,1.0,64.0,64.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
synthext0066aaaaaaaaaaaaaaaaaaaaaa:1.6.1->1.6.2,synthext0066aaaaaaaaaaaaaaaaaaaaaa,Adblocker Tool 066,adblocker,2026-02-28,synthetic,malicious,form_jacking,False,0.9625,2.0,1.0,1.0,2.0,1.0,180.0,180.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
synthext0066aaaaaaaaaaaaaaaaaaaaaa:1.6.2->1.6.3,synthext0066aaaaaaaaaaaaaaaaaaaaaa,Adblocker Tool 066,adblocker,2026-10-24,synthetic,benign,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
synthext0066aaaaaaaaaaaaaaaaaaaaaa:1.6.3->1.6.4,synthext0066aaaaaaaaaaaaaaaaaaaaaa,Adblocker Tool 066,adblocker,2026-11-22,synthetic,malicious,sw_beacon,True,0.883,1.0,1.0,1.0,1.0,1.0,240.0,240.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthext0067aaaaaaaaaaaaaaaaaaaaaa:1.6.0->1.6.1,synthext0067aaaaaaaaaaaaaaaaaaaaaa,Coupon Tool 067,coupon,2026-09-22,synthetic,malicious,clipboard_steal,True,0.6,3.0,1.0,1.0,3.0,1.0,85.0,85.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0067aaaaaaaaaaaaaaaaaaaaaa:1.6.1->1.6.2,synthext0067aaaaaaaaaaaaaaaaaaaaaa,Coupon Tool 067,coupon,2026-07-06,synthetic,benign,,False,0.76,2.0,2.0,2.0,2.0,1.0,110.0,110.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0
synthext0067aaaaaaaaaaaaaaaaaaaaaa:1.6.2->1.6.3,synthext0067aaaaaaaaaaaaaaaaaaaaaa,Coupon Tool 067,coupon,2026-05-12,synthetic,benign,,False,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0067aaaaaaaaaaaaaaaaaaaaaa:1.6.3->1.6.4,synthext0067aaaaaaaaaaaaaaaaaaaaaa,Coupon Tool 067,coupon,2026-01-28,synthetic,malicious,redirect_hijack,False,0.8752,3.0,2.0,2.0,3.0,1.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
synthext0068aaaaaaaaaaaaaaaaaaaaaa:1.6.0->1.6.1,synthext0068aaaaaaaaaaaaaaaaaaaaaa,Screenshot Tool 068,screenshot,2026-09-29,synthetic,malicious,history_exfil,True,0.844,2.0,1.0,1.0,2.0,1.0,463.0,463.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
synthext0068aaaaaaaaaaaaaaaaaaaaaa:1.6.1->1.6.2,synthext0068aaaaaaaaaaaaaaaaaaaaaa,Screenshot Tool 068,screenshot,2026-08-30,synthetic,benign,,False,0.7,0.0,1.0,1.0,0.0,1.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0
synthext0068aaaaaaaaaaaaaaaaaaaaaa:1.6.2->1.6.3,synthext0068aaaaaaaaaaaaaaaaaaaaaa,Screenshot Tool 068,screenshot,2026-03-12,synthetic,benign,,False,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0068aaaaaaaaaaaaaaaaaaaaaa:1.6.3->1.6.4,synthext0068aaaaaaaaaaaaaaaaaaaaaa,Screenshot Tool 068,screenshot,2026-03-14,synthetic,benign,,False,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0069aaaaaaaaaaaaaaaaaaaaaa:1.6.0->1.6.1,synthext0069aaaaaaaaaaaaaaaaaaaaaa,Notes Tool 069,notes,2026-03-03,synthetic,benign,,False,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
synthext0069aaaaaaaaaaaaaaaaaaaaaa:1.6.1->1.6.2,synthext0069aaaaaaaaaaaaaaaaaaaaaa,Notes Tool 069,notes,2026-01-16,synthetic,benign,,False,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0069aaaaaaaaaaaaaaaaaaaaaa:1.6.2->1.6.3,synthext0069aaaaaaaaaaaaaaaaaaaaaa,Notes Tool 069,notes,2026-04-26,synthetic,malicious,ad_affiliate,False,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0069aaaaaaaaaaaaaaaaaaaaaa:1.6.3->1.6.4,synthext0069aaaaaaaaaaaaaaaaaaaaaa,Notes Tool 069,notes,2026-04-02,synthetic,benign,,False,0.6,4.0,1.0,1.0,4.0,1.0,56.0,56.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthext0070aaaaaaaaaaaaaaaaaaaaaa:1.6.0->1.6.1,synthext0070aaaaaaaaaaaaaaaaaaaaaa,Dictionary Tool 070,dictionary,2026-03-14,synthetic,benign,,False,0.6,1.0,1.0,1.0,1.0,1.0,187.0,187.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0
synthext0070aaaaaaaaaaaaaaaaaaaaaa:1.6.1->1.6.2,synthext0070aaaaaaaaaaaaaaaaaaaaaa,Dictionary Tool 070,dictionary,2026-04-02,synthetic,benign,,False,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
synthext0070aaaaaaaaaaaaaaaaaaaaaa:1.6.2->1.6.3,synthext0070aaaaaaaaaaaaaaaaaaaaaa,Dictionary Tool 070,dictionary,2026-05-03,synthetic,benign,,False,0.6,1.0,1.0,1.0,1.0,1.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
synthext0070aaaaaaaaaaaaaaaaaaaaaa:1.6.3->1.6.4,synthext0070aaaaaaaaaaaaaaaaaaaaaa,Dictionary Tool 070,dictionary,2026-09-24,synthetic,malicious,history_exfil,True,0.9345,2.0,1.0,1.0,2.0,1.0,1263.0,1263.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
synthext0071aaaaaaaaaaaaaaaaaaaaaa:1.3.0->1.3.1,synthext0071aaaaaaaaaaaaaaaaaaaaaa,Videohelper Tool 071,videohelper,2026-03-09,synthetic,malicious,credential_theft,True,0.95,1.0,1.0,1.0,1.0,1.0,484.0,484.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
synthext0071aaaaaaaaaaaaaaaaaaaaaa:1.3.1->1.3.2,synthext0071aaaaaaaaaaaaaaaaaaaaaa,Videohelper Tool 071,videohelper,2026-03-29,synthetic,benign,,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0071aaaaaaaaaaaaaaaaaaaaaa:1.3.2->1.3.3,synthext0071aaaaaaaaaaaaaaaaaaaaaa,Videohelper Tool 071,videohelper,2026-11-09,synthetic,malicious,redirect_hijack,False,0.8752,2.0,2.0,2.0,2.0,1.0,33.0,33.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0
synthext0071aaaaaaaaaaaaaaaaaaaaaa:1.3.3->1.3.4,synthext0071aaaaaaaaaaaaaaaaaaaaaa,Videohelper Tool 071,videohelper,2026-11-14,synthetic,benign,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0072aaaaaaaaaaaaaaaaaaaaaa:1.4.0->1.4.1,synthext0072aaaaaaaaaaaaaaaaaaaaaa,Reader Tool 072,reader,2026-11-17,synthetic,malicious,clipboard_steal,False,0.6,0.0,1.0,1.0,0.0,1.0,122.0,122.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthext0072aaaaaaaaaaaaaaaaaaaaaa:1.4.1->1.4.2,synthext0072aaaaaaaaaaaaaaaaaaaaaa,Reader Tool 072,reader,2026-11-19,synthetic,benign,,False,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
synthext0072aaaaaaaaaaaaaaaaaaaaaa:1.4.2->1.4.3,synthext0072aaaaaaaaaaaaaaaaaaaaaa,Reader Tool 072,reader,2026-09-19,synthetic,malicious,history_exfil,False,0.9298,2.0,1.0,1.0,2.0,1.0,694.0,694.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.0,0.0,0.0
synthext0072aaaaaaaaaaaaaaaaaaaaaa:1.4.3->1.4.4,synthext0072aaaaaaaaaaaaaaaaaaaaaa,Reader Tool 072,reader,2026-02-02,synthetic,benign,,False,0.25,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
synthext0073aaaaaaaaaaaaaaaaaaaaaa:1.0.0->1.0.1,synthext0073aaaaaaaaaaaaaaaaaaaaaa,Shopper Tool 073,shopper,2026-07-16,synthetic,benign,,False,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
synthext0073aaaaaaaaaaaaaaaaaaaaaa:1.0.1->1.0.2,synthext0073aaaaaaaaaaaaaaaaaaaaaa,Shopper Tool 073,shopper,2026-01-16,synthetic,malicious,keylogger,True,0.7,2.0,1.0,1.0,2.0,1.0,129.0,129.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
synthext0073aaaaaaaaaaaaaaaaaaaaaa:1.0.2->1.0.3,synthext0073aaaaaaaaaaaaaaaaaaaaaa,Shopper Tool 073,shopper,2026-07-27,synthetic,benign,,False,0.6,1.0,1.0,1.0,1.0,1.0,73.0,73.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthext0073aaaaaaaaaaaaaaaaaaaaaa:1.0.3->1.0.4,synthext0073aaaaaaaaaaaaaaaaaaaaaa,Shopper Tool 073,shopper,2026-08-23,synthetic,benign,,False,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
synthext0074aaaaaaaaaaaaaaaaaaaaaa:1.2.0->1.2.1,synthext0074aaaaaaaaaaaaaaaaaaaaaa,Contacts Tool 074,contacts,2026-01-09,synthetic,benign,,False,0.25,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
